benchmark_id,dataset_split,case_or_session_id,case_index,case_id,material,condition_type,axis_mode,anchor_id,is_usable,manual_label,is_manual_best,manual_reason,label_source,label_confidence,original_image_path,benchmark_image_path,layout_type,geometry_only_selected_anchor_id,proposed_selected_anchor_id,label_timestamp,has_scene_rgb,has_selected_mask_overlay,has_object_mask,has_anchor_geometry_overlay,has_metadata_json
E45_session_20260528_035248_A4,E45,session_20260528_035248,,session_20260528_035248,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035248/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035248/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035433_A1,E45,session_20260528_035433,,session_20260528_035433,,e45_live_stress_test,major,A1,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035433/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A1.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035433/anchors/A1/source_A1.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035433_A2,E45,session_20260528_035433,,session_20260528_035433,,e45_live_stress_test,major,A2,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035433/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A2.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035433/anchors/A2/source_A2.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035433_A3,E45,session_20260528_035433,,session_20260528_035433,,e45_live_stress_test,major,A3,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035433/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A3.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035433/anchors/A3/source_A3.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035433_A4,E45,session_20260528_035433,,session_20260528_035433,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035433/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035433/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035620_A1,E45,session_20260528_035620,,session_20260528_035620,,e45_live_stress_test,major,A1,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035620/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A1.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035620/anchors/A1/source_A1.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035620_A2,E45,session_20260528_035620,,session_20260528_035620,,e45_live_stress_test,major,A2,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035620/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A2.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035620/anchors/A2/source_A2.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035620_A3,E45,session_20260528_035620,,session_20260528_035620,,e45_live_stress_test,major,A3,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035620/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A3.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035620/anchors/A3/source_A3.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035620_A4,E45,session_20260528_035620,,session_20260528_035620,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035620/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035620/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035801_A1,E45,session_20260528_035801,,session_20260528_035801,,e45_live_stress_test,major,A1,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035801/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A1.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035801/anchors/A1/source_A1.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035801_A2,E45,session_20260528_035801,,session_20260528_035801,,e45_live_stress_test,major,A2,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035801/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A2.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035801/anchors/A2/source_A2.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035801_A3,E45,session_20260528_035801,,session_20260528_035801,,e45_live_stress_test,major,A3,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035801/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A3.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035801/anchors/A3/source_A3.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035801_A4,E45,session_20260528_035801,,session_20260528_035801,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035801/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035801/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035949_A1,E45,session_20260528_035949,,session_20260528_035949,,e45_live_stress_test,major,A1,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035949/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A1.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035949/anchors/A1/source_A1.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035949_A2,E45,session_20260528_035949,,session_20260528_035949,,e45_live_stress_test,major,A2,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035949/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A2.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035949/anchors/A2/source_A2.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035949_A3,E45,session_20260528_035949,,session_20260528_035949,,e45_live_stress_test,major,A3,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035949/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A3.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035949/anchors/A3/source_A3.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_035949_A4,E45,session_20260528_035949,,session_20260528_035949,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_035949/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_035949/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_041815_A1,E45,session_20260528_041815,,session_20260528_041815,,e45_live_stress_test,major,A1,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_041815/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A1.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_041815/anchors/A1/source_A1.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_041815_A2,E45,session_20260528_041815,,session_20260528_041815,,e45_live_stress_test,major,A2,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_041815/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A2.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_041815/anchors/A2/source_A2.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_041815_A3,E45,session_20260528_041815,,session_20260528_041815,,e45_live_stress_test,major,A3,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_041815/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A3.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_041815/anchors/A3/source_A3.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_041815_A4,E45,session_20260528_041815,,session_20260528_041815,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_041815/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_041815/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042004_A1,E45,session_20260528_042004,,session_20260528_042004,,e45_live_stress_test,major,A1,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042004/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A1.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042004/anchors/A1/source_A1.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042004_A2,E45,session_20260528_042004,,session_20260528_042004,,e45_live_stress_test,major,A2,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042004/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A2.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042004/anchors/A2/source_A2.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042004_A3,E45,session_20260528_042004,,session_20260528_042004,,e45_live_stress_test,major,A3,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042004/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A3.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042004/anchors/A3/source_A3.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042004_A4,E45,session_20260528_042004,,session_20260528_042004,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042004/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042004/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042147_A1,E45,session_20260528_042147,,session_20260528_042147,,e45_live_stress_test,major,A1,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042147/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A1.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042147/anchors/A1/source_A1.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042147_A2,E45,session_20260528_042147,,session_20260528_042147,,e45_live_stress_test,major,A2,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042147/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A2.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042147/anchors/A2/source_A2.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042147_A3,E45,session_20260528_042147,,session_20260528_042147,,e45_live_stress_test,major,A3,False,Bad_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042147/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A3.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042147/anchors/A3/source_A3.png,L0_baseline,,,,True,True,True,True,True
E45_session_20260528_042147_A4,E45,session_20260528_042147,,session_20260528_042147,,e45_live_stress_test,major,A4,True,Good_or_candidate_user_visual,UNKNOWN,,user_visual_handoff,visual_manual,outputs/v2_pipeline_runs/session_20260528_042147/artifacts/04_anchor_selection/clean_single_anchor_inputs/source_A4.png,data/contact_anchor_selection_benchmark_E3_E45_82/e45/session_20260528_042147/anchors/A4/source_A4.png,L0_baseline,,,,True,True,True,True,True
